person_name,screen_name,tweet,time_hour_of_day,hash_tags,media_info,freq,media_tweet_freq,total_tweet_by_user,percentage,hash_count,clean_tweet,sentiment,sentiment_score,compound_sentiment
jimmy fallon,jimmyfallon,"Tonight: @_juliannemoore, @JacobTremblay and talk + stand-up from @juliothesquare #FallonTonight",20,"[{'indices': [82, 96], 'text': 'FallonTonight'}]",No picture / link,10,82,200,5.0,1,"Tonight: @_juliannemoore, @JacobTremblay and talk + stand-up from @juliothesquare #FallonTonight",Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
jimmy fallon,jimmyfallon,High-speed boat tour on the Hudson River with @QueerEye's Fab 5 #FallonTonight! https://t.co/Jm4MV2sc8O,20,"[{'indices': [64, 78], 'text': 'FallonTonight'}]",Has pictures / links ,10,118,200,5.0,1,High-speed boat tour on the Hudson River with @QueerEye's Fab 5 #FallonTonight! https://t.co/Jm4MV2sc8O,Positive,"{'neg': 0.0, 'neu': 0.77, 'pos': 0.23, 'compound': 0.5093}",0.5093
jimmy fallon,jimmyfallon,@Whateverwhatiam @NYRangers Trouble?,21,[],No picture / link,5,82,200,2.5,0,@Whateverwhatiam @NYRangers Trouble?,Negative,"{'neg': 0.574, 'neu': 0.426, 'pos': 0.0, 'compound': -0.4019}",-0.4019
jimmy fallon,jimmyfallon,You’re a dope - but if you really want me to do that? See you Sunday NIGHT!!! Go @NYRangers !!!! https://t.co/0we1uv4NKp,21,[],Has pictures / links ,5,118,200,2.5,0,You’re a dope - but if you really want me to do that? See you Sunday NIGHT!!! Go @NYRangers !!!! https://t.co/0we1uv4NKp,Positive,"{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.4692}",0.4692
jimmy fallon,jimmyfallon,Save me a seat!! https://t.co/UwKaxF9ayj,21,[],Has pictures / links ,5,118,200,2.5,0,Save me a seat!! https://t.co/UwKaxF9ayj,Positive,"{'neg': 0.0, 'neu': 0.442, 'pos': 0.558, 'compound': 0.5837}",0.5837
jimmy fallon,jimmyfallon,See you at Barnes and Noble Union Square @BNUnionSquareNY 7pm tonight for a quick chat and some This Is Baby signing!!,21,[],No picture / link,5,82,200,2.5,0,See you at Barnes and Noble Union Square @BNUnionSquareNY 7pm tonight for a quick chat and some This Is Baby signing!!,Positive,"{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.555}",0.555
jimmy fallon,jimmyfallon,Okay as long as it’s not on a Saturnday. https://t.co/az291vihfG,21,[],Has pictures / links ,5,118,200,2.5,0,Okay as long as it’s not on a Saturnday. https://t.co/az291vihfG,Positive,"{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.2263}",0.2263
jimmy fallon,jimmyfallon,It’s my birthday tomorrow and you know what I’d LOVE? Post a picture of you smiling or a video or pic of you making… https://t.co/RRa8zsuA4C,22,[],Has pictures / links ,8,118,200,4.0,0,It’s my birthday tomorrow and you know what I’d LOVE? Post a picture of you smiling or a video or pic of you making… https://t.co/RRa8zsuA4C,Positive,"{'neg': 0.0, 'neu': 0.726, 'pos': 0.274, 'compound': 0.8374}",0.8374
jimmy fallon,jimmyfallon,They crushed it. It’s such a fun show to get to see new kids and legends playing together. Thank you. https://t.co/cD8a9TJe42,22,[],Has pictures / links ,8,118,200,4.0,0,They crushed it. It’s such a fun show to get to see new kids and legends playing together. Thank you. https://t.co/cD8a9TJe42,Positive,"{'neg': 0.106, 'neu': 0.606, 'pos': 0.288, 'compound': 0.5859}",0.5859
jimmy fallon,jimmyfallon,If you have kids and are in NYC - check this out. We LOVED it. So creative and fun. Great job all around. Thank you. https://t.co/d824xlttjY,22,[],Has pictures / links ,8,118,200,4.0,0,If you have kids and are in NYC - check this out. We LOVED it. So creative and fun. Great job all around. Thank you. https://t.co/d824xlttjY,Positive,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.9583}",0.9583
jimmy fallon,jimmyfallon,@merlynwood Ha. Busted.,22,[],No picture / link,8,82,200,4.0,0,@merlynwood Ha. Busted.,Positive,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}",0.34
jimmy fallon,jimmyfallon,That’s nice. I got some new jams to send you. https://t.co/QVfY56QHcP,22,[],Has pictures / links ,8,118,200,4.0,0,That’s nice. I got some new jams to send you. https://t.co/QVfY56QHcP,Positive,"{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.4215}",0.4215
jimmy fallon,jimmyfallon,@KateUpton @FallonTonight I’m sore. You know I am.,22,[],No picture / link,8,82,200,4.0,0,@KateUpton @FallonTonight I’m sore. You know I am.,Negative,"{'neg': 0.294, 'neu': 0.706, 'pos': 0.0, 'compound': -0.3612}",-0.3612
jimmy fallon,jimmyfallon,YOU were the one making ME laugh! Thanks again for doing that. I was honored. https://t.co/4GCFSFlGTQ,22,[],Has pictures / links ,8,118,200,4.0,0,YOU were the one making ME laugh! Thanks again for doing that. I was honored. https://t.co/4GCFSFlGTQ,Positive,"{'neg': 0.0, 'neu': 0.531, 'pos': 0.469, 'compound': 0.8908}",0.8908
jimmy fallon,jimmyfallon,"Tonight: @kenanthompson, @JoeManganiello and a performance from @robynkonichiwa! #FallonTonight",22,"[{'indices': [81, 95], 'text': 'FallonTonight'}]",No picture / link,8,82,200,4.0,1,"Tonight: @kenanthompson, @JoeManganiello and a performance from @robynkonichiwa! #FallonTonight",Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
jimmy fallon,jimmyfallon,@garyvee Rescheduling as we speak. See you soon buds!!,23,[],No picture / link,4,82,200,2.0,0,@garyvee Rescheduling as we speak. See you soon buds!!,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
jimmy fallon,jimmyfallon,I really hope I inspired you with my moves. (Sorry Dave - I tried.) https://t.co/oJKQwLNU2m,23,[],Has pictures / links ,4,118,200,2.0,0,I really hope I inspired you with my moves. (Sorry Dave - I tried.) https://t.co/oJKQwLNU2m,Positive,"{'neg': 0.0, 'neu': 0.574, 'pos': 0.426, 'compound': 0.7698}",0.7698
jimmy fallon,jimmyfallon,Hot Girl Summer may be over... but me and @theestallion are kicking off Hot Girl Fall. Tonight! #FallonLIVE https://t.co/4rT3QKWl2q,23,"[{'indices': [96, 107], 'text': 'FallonLIVE'}]",Has pictures / links ,4,118,200,2.0,1,Hot Girl Summer may be over... but me and @theestallion are kicking off Hot Girl Fall. Tonight! #FallonLIVE https://t.co/4rT3QKWl2q,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
jimmy fallon,jimmyfallon,Thank you @PaulaAbdul and hi to everyone on @thetalkcbs! https://t.co/ADX6HzJRyA,23,[],Has pictures / links ,4,118,200,2.0,0,Thank you @PaulaAbdul and hi to everyone on @thetalkcbs! https://t.co/ADX6HzJRyA,Positive,"{'neg': 0.0, 'neu': 0.763, 'pos': 0.237, 'compound': 0.4199}",0.4199
Barack Obama,BarackObama,"From a big NBA fan, congrats to future Hall of Famers Dwyane Wade and Dirk Nowitzki—not just all-time greats but class acts, too.",0,[],No picture / link,4,25,200,2.0,0,"From a big NBA fan, congrats to future Hall of Famers Dwyane Wade and Dirk Nowitzki—not just all-time greats but class acts, too.",Positive,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.431}",0.431
Barack Obama,BarackObama,I’m about to join @StephenCurry30 on stage with @MBK_Alliance to answer questions from boys and young men of color… https://t.co/iAL5ZRVOUv,0,[],Has pictures / links ,4,175,200,2.0,0,I’m about to join @StephenCurry30 on stage with @MBK_Alliance to answer questions from boys and young men of color… https://t.co/iAL5ZRVOUv,Positive,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.296}",0.296
Barack Obama,BarackObama,"Joe is right. Head to https://t.co/SS87NTsgJt before tomorrow’s deadline. And nice bracelet, by the way. https://t.co/NFy3LxZe3f",0,[],Has pictures / links ,4,175,200,2.0,0,"Joe is right. Head to https://t.co/SS87NTsgJt before tomorrow’s deadline. And nice bracelet, by the way. https://t.co/NFy3LxZe3f",Positive,"{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.4215}",0.4215
Barack Obama,BarackObama,Our statement on the passing of Former First Lady Barbara Bush: https://t.co/MhTVYCL9Nj,0,[],Has pictures / links ,4,175,200,2.0,0,Our statement on the passing of Former First Lady Barbara Bush: https://t.co/MhTVYCL9Nj,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Barack Obama,BarackObama,Michelle and I send our deepest sympathies to all who knew the victims of today’s plane crash in Ethiopia.,1,[],No picture / link,5,25,200,2.5,0,Michelle and I send our deepest sympathies to all who knew the victims of today’s plane crash in Ethiopia.,Negative,"{'neg': 0.238, 'neu': 0.762, 'pos': 0.0, 'compound': -0.6124}",-0.6124
Barack Obama,BarackObama,"Happy 85th birthday to @RealBillRussell - the greatest champion in American sports, and a lifelong warrior for justice.",1,[],No picture / link,5,25,200,2.5,0,"Happy 85th birthday to @RealBillRussell - the greatest champion in American sports, and a lifelong warrior for justice.",Positive,"{'neg': 0.0, 'neu': 0.441, 'pos': 0.559, 'compound': 0.9451}",0.9451
Barack Obama,BarackObama,Thanks to the Chicago @FoodDepository team for all you do and to the volunteers who are doing great work and let me… https://t.co/noTTWJDrlv,1,[],Has pictures / links ,5,175,200,2.5,0,Thanks to the Chicago @FoodDepository team for all you do and to the volunteers who are doing great work and let me… https://t.co/noTTWJDrlv,Positive,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.7906}",0.7906
Barack Obama,BarackObama,America is always at our best when we look out for each other. Please do what you can to help people recover and re… https://t.co/p53FdzYe97,1,[],Has pictures / links ,5,175,200,2.5,0,America is always at our best when we look out for each other. Please do what you can to help people recover and re… https://t.co/p53FdzYe97,Positive,"{'neg': 0.0, 'neu': 0.705, 'pos': 0.295, 'compound': 0.8481}",0.8481
Barack Obama,BarackObama,Our statement on the passing of Senator John McCain: https://t.co/3GBjNYxoj5,1,[],Has pictures / links ,5,175,200,2.5,0,Our statement on the passing of Senator John McCain: https://t.co/3GBjNYxoj5,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Barack Obama,BarackObama,"Don’t be sad it’s over, be proud it taught us so much. Congrats to all the men and women of @NASA on a @MarsRovers… https://t.co/lFxXcgiBqS",3,[],Has pictures / links ,3,175,200,1.5,0,"Don’t be sad it’s over, be proud it taught us so much. Congrats to all the men and women of @NASA on a @MarsRovers… https://t.co/lFxXcgiBqS",Positive,"{'neg': 0.1, 'neu': 0.68, 'pos': 0.22, 'compound': 0.5688}",0.5688
Barack Obama,BarackObama,"Michelle and I are heartbroken for everybody who’s lost so much in California, and grateful for the heroism of the… https://t.co/4sNwd1l283",3,[],Has pictures / links ,3,175,200,1.5,0,"Michelle and I are heartbroken for everybody who’s lost so much in California, and grateful for the heroism of the… https://t.co/4sNwd1l283",Positive,"{'neg': 0.224, 'neu': 0.544, 'pos': 0.231, 'compound': 0.0516}",0.0516
Barack Obama,BarackObama,Congratulations to Drew Brees on the all time passing record. Always a class act.,3,[],No picture / link,3,25,200,1.5,0,Congratulations to Drew Brees on the all time passing record. Always a class act.,Positive,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.5994}",0.5994
Barack Obama,BarackObama,Zion Williamson seems like an outstanding young man as well as an outstanding basketball player. Wishing him a speedy recovery.,4,[],No picture / link,5,25,200,2.5,0,Zion Williamson seems like an outstanding young man as well as an outstanding basketball player. Wishing him a speedy recovery.,Positive,"{'neg': 0.0, 'neu': 0.491, 'pos': 0.509, 'compound': 0.926}",0.926
Barack Obama,BarackObama,RT @MichelleObama: A big part of friendship is showing up for your girls—that’s why I was thrilled to be there for the one and only @alicia…,4,[],No picture / link,5,25,200,2.5,0,RT @MichelleObama: A big part of friendship is showing up for your girls—that’s why I was thrilled to be there for the one and only @alicia…,Positive,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.7003}",0.7003
Barack Obama,BarackObama,My statement on the passing of former Congressman John Dingell: https://t.co/gjBYHHImzB,4,[],Has pictures / links ,5,175,200,2.5,0,My statement on the passing of former Congressman John Dingell: https://t.co/gjBYHHImzB,Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Barack Obama,BarackObama,We lost two great Americans today – Frank Robinson and John Dingell – citizens who inspired me and so many others b… https://t.co/EcjpeHhzgf,4,[],Has pictures / links ,5,175,200,2.5,0,We lost two great Americans today – Frank Robinson and John Dingell – citizens who inspired me and so many others b… https://t.co/EcjpeHhzgf,Positive,"{'neg': 0.083, 'neu': 0.652, 'pos': 0.264, 'compound': 0.7184}",0.7184
Barack Obama,BarackObama,"As Bobby Kennedy taught us, the thing about hope is that it travels through space *and* time, first splashing again… https://t.co/EsieA1Ry5F",4,[],Has pictures / links ,5,175,200,2.5,0,"As Bobby Kennedy taught us, the thing about hope is that it travels through space *and* time, first splashing again… https://t.co/EsieA1Ry5F",Positive,"{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4404}",0.4404
Barack Obama,BarackObama,"America has lost a patriot and humble servant in George Herbert Walker Bush. While our hearts are heavy today, they… https://t.co/2Gn7sGTG90",5,[],Has pictures / links ,1,175,200,0.5,0,"America has lost a patriot and humble servant in George Herbert Walker Bush. While our hearts are heavy today, they… https://t.co/2Gn7sGTG90",Negative,"{'neg': 0.108, 'neu': 0.892, 'pos': 0.0, 'compound': -0.3182}",-0.3182
Barack Obama,BarackObama,RT @ObamaFoundation: We just announced the inaugural class of #ObamaFellows. These 20 civic leaders have carried out inspiring work around…,11,"[{'indices': [62, 75], 'text': 'ObamaFellows'}]",No picture / link,1,25,200,0.5,1,RT @ObamaFoundation: We just announced the inaugural class of #ObamaFellows. These 20 civic leaders have carried out inspiring work around…,Positive,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.4215}",0.4215
Barack Obama,BarackObama,"As we remember those we lost on 9/11, we also remember the spirit of unity and togetherness that defined the weeks… https://t.co/vVlN1ckjQg",12,[],Has pictures / links ,2,175,200,1.0,0,"As we remember those we lost on 9/11, we also remember the spirit of unity and togetherness that defined the weeks… https://t.co/vVlN1ckjQg",Negative,"{'neg': 0.096, 'neu': 0.833, 'pos': 0.071, 'compound': -0.1531}",-0.1531
Barack Obama,BarackObama,"Happy Fourth of July, everybody! This is always a great day in the Obama family: a chance to celebrate America—and… https://t.co/xLyTsgcyjO",12,[],Has pictures / links ,2,175,200,1.0,0,"Happy Fourth of July, everybody! This is always a great day in the Obama family: a chance to celebrate America—and… https://t.co/xLyTsgcyjO",Positive,"{'neg': 0.0, 'neu': 0.521, 'pos': 0.479, 'compound': 0.9299}",0.9299
Barack Obama,BarackObama,"Congrats to the @WashMystics on a gutsy, first-ever championship! A great team performance when it counted. If folk… https://t.co/6M93KCXeVW",13,[],Has pictures / links ,15,175,200,7.5,0,"Congrats to the @WashMystics on a gutsy, first-ever championship! A great team performance when it counted. If folk… https://t.co/6M93KCXeVW",Positive,"{'neg': 0.0, 'neu': 0.567, 'pos': 0.433, 'compound': 0.8932}",0.8932
Barack Obama,BarackObama,"As President, I leaned on @AmbassadorRice’s experience, expertise, and willingness to tell me what I needed to hear… https://t.co/oWx2obfDF5",13,[],Has pictures / links ,15,175,200,7.5,0,"As President, I leaned on @AmbassadorRice’s experience, expertise, and willingness to tell me what I needed to hear… https://t.co/oWx2obfDF5",Positive,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.2732}",0.2732
Barack Obama,BarackObama,Proud to rep America’s best team! Congrats @USWNT and thanks for being such a strong inspiration for women and girl… https://t.co/L8OY8yP0Mi,13,[],Has pictures / links ,15,175,200,7.5,0,Proud to rep America’s best team! Congrats @USWNT and thanks for being such a strong inspiration for women and girl… https://t.co/L8OY8yP0Mi,Positive,"{'neg': 0.0, 'neu': 0.405, 'pos': 0.595, 'compound': 0.9665}",0.9665
Barack Obama,BarackObama,"Happy Father’s Day to Charles, one of our @ObamaFoundation Fellows, and all the dads at Fathers’ Uplift. Today, we’… https://t.co/l5IrsoIuop",13,[],Has pictures / links ,15,175,200,7.5,0,"Happy Father’s Day to Charles, one of our @ObamaFoundation Fellows, and all the dads at Fathers’ Uplift. Today, we’… https://t.co/l5IrsoIuop",Positive,"{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.5719}",0.5719
Barack Obama,BarackObama,"In just a few minutes, I’m taking the stage at the @ObamaFoundation Town Hall Europe for a conversation about how t… https://t.co/N3FBPQfn47",13,[],Has pictures / links ,15,175,200,7.5,0,"In just a few minutes, I’m taking the stage at the @ObamaFoundation Town Hall Europe for a conversation about how t… https://t.co/N3FBPQfn47",Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Barack Obama,BarackObama,Valerie is one of my oldest friends and advisors – she was by my side when I first decided to run for office and fo… https://t.co/VQKw3mhOPy,13,[],Has pictures / links ,15,175,200,7.5,0,Valerie is one of my oldest friends and advisors – she was by my side when I first decided to run for office and fo… https://t.co/VQKw3mhOPy,Positive,"{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.4767}",0.4767
Barack Obama,BarackObama,"In 2011, I visited the tiny town of Moneygall and got to walk around in the house where my great-great-great grandf… https://t.co/Po21svTQs8",13,[],Has pictures / links ,15,175,200,7.5,0,"In 2011, I visited the tiny town of Moneygall and got to walk around in the house where my great-great-great grandf… https://t.co/Po21svTQs8",Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Barack Obama,BarackObama,Michelle and I send our condolences to the people of New Zealand. We grieve with you and the Muslim community. All… https://t.co/lmpsr9lLSr,13,[],Has pictures / links ,15,175,200,7.5,0,Michelle and I send our condolences to the people of New Zealand. We grieve with you and the Muslim community. All… https://t.co/lmpsr9lLSr,Negative,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.3818}",-0.3818
Barack Obama,BarackObama,"Preethi, Alice, and Sefora are just three of many @ObamaFoundation leaders who remind us what International Women’s… https://t.co/z319lmm1iP",13,[],Has pictures / links ,15,175,200,7.5,0,"Preethi, Alice, and Sefora are just three of many @ObamaFoundation leaders who remind us what International Women’s… https://t.co/z319lmm1iP",Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Barack Obama,BarackObama,And @SeforaKodjo is helping the next generation of women leaders in Africa rise up. Her organization is training an… https://t.co/qTd90Kw7ev,13,[],Has pictures / links ,15,175,200,7.5,0,And @SeforaKodjo is helping the next generation of women leaders in Africa rise up. Her organization is training an… https://t.co/qTd90Kw7ev,Positive,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.296}",0.296
Barack Obama,BarackObama,".@BarbeAlice is helping refugees resettle into welcoming communities in France, offering them job training and lang… https://t.co/CoeFcGSJ7d",13,[],Has pictures / links ,15,175,200,7.5,0,".@BarbeAlice is helping refugees resettle into welcoming communities in France, offering them job training and lang… https://t.co/CoeFcGSJ7d",Positive,"{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.6249}",0.6249
Barack Obama,BarackObama,.@preethiherman is helping women unleash their power to change their societies. As head of the… https://t.co/1anUW1vugu,13,[],Has pictures / links ,15,175,200,7.5,0,.@preethiherman is helping women unleash their power to change their societies. As head of the… https://t.co/1anUW1vugu,Positive,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.296}",0.296
Barack Obama,BarackObama,"On International Women’s Day, I’m reflecting on the future we all want for our daughters: one where they can live o… https://t.co/oJiJ7foBZy",13,[],Has pictures / links ,15,175,200,7.5,0,"On International Women’s Day, I’m reflecting on the future we all want for our daughters: one where they can live o… https://t.co/oJiJ7foBZy",Positive,"{'neg': 0.0, 'neu': 0.942, 'pos': 0.058, 'compound': 0.0772}",0.0772
Barack Obama,BarackObama,"We will always remember everyone we lost on 9/11, thank the first responders who keep us safe, and honor all who de… https://t.co/ku270JQnwl",13,[],Has pictures / links ,15,175,200,7.5,0,"We will always remember everyone we lost on 9/11, thank the first responders who keep us safe, and honor all who de… https://t.co/ku270JQnwl",Positive,"{'neg': 0.077, 'neu': 0.635, 'pos': 0.288, 'compound': 0.743}",0.743
Barack Obama,BarackObama,"This week, I’m traveling to Africa for the first time since I left office – a continent of wonderful diversity, thr… https://t.co/UDROtalUlX",13,[],Has pictures / links ,15,175,200,7.5,0,"This week, I’m traveling to Africa for the first time since I left office – a continent of wonderful diversity, thr… https://t.co/UDROtalUlX",Positive,"{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.5719}",0.5719
Barack Obama,BarackObama,".@SamanthaJPower is a Pulitzer winner, an incredible writer, and a great friend. Her memoir, The Education of an Id… https://t.co/rsVrBUOSIJ",14,[],Has pictures / links ,18,175,200,9.0,0,".@SamanthaJPower is a Pulitzer winner, an incredible writer, and a great friend. Her memoir, The Education of an Id… https://t.co/rsVrBUOSIJ",Positive,"{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.9022}",0.9022
Barack Obama,BarackObama,"In December, Michelle and I will head to Malaysia for the first @ObamaFoundation Leaders: Asia-Pacific gathering. T… https://t.co/sDWtdRPHCQ",14,[],Has pictures / links ,18,175,200,9.0,0,"In December, Michelle and I will head to Malaysia for the first @ObamaFoundation Leaders: Asia-Pacific gathering. T… https://t.co/sDWtdRPHCQ",Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Barack Obama,BarackObama,"Like the Beatles said: It’s getting better all the time. Thanks, babe, for 27 amazing years! https://t.co/mImRqIYn1R",14,[],Has pictures / links ,18,175,200,9.0,0,"Like the Beatles said: It’s getting better all the time. Thanks, babe, for 27 amazing years! https://t.co/mImRqIYn1R",Positive,"{'neg': 0.0, 'neu': 0.512, 'pos': 0.488, 'compound': 0.908}",0.908
Barack Obama,BarackObama,"In America, we don’t fear the future, we embrace it. 50 years ago, that spirit took us to the moon. Today, it’s emb… https://t.co/dWqbdzNq83",14,[],Has pictures / links ,18,175,200,9.0,0,"In America, we don’t fear the future, we embrace it. 50 years ago, that spirit took us to the moon. Today, it’s emb… https://t.co/dWqbdzNq83",Negative,"{'neg': 0.113, 'neu': 0.745, 'pos': 0.142, 'compound': -0.0516}",-0.0516
Barack Obama,BarackObama,"RT @MichelleObama: Good luck to the @USWNT! You all are some of the most fearless, powerful, awe-inspiring athletes I’ve ever seen—and toge…",14,[],No picture / link,18,25,200,9.0,0,"RT @MichelleObama: Good luck to the @USWNT! You all are some of the most fearless, powerful, awe-inspiring athletes I’ve ever seen—and toge…",Positive,"{'neg': 0.0, 'neu': 0.591, 'pos': 0.409, 'compound': 0.9093}",0.9093
Barack Obama,BarackObama,"Last week, it was Virginia Beach. But day after day and year after year, too many families and communities are shat… https://t.co/oscI8f9xFv",14,[],Has pictures / links ,18,175,200,9.0,0,"Last week, it was Virginia Beach. But day after day and year after year, too many families and communities are shat… https://t.co/oscI8f9xFv",Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Barack Obama,BarackObama,Great to get out there and take a few cuts at the plate yesterday—I had a blast with all these extraordinary young… https://t.co/TQ7O6BVMSJ,14,[],Has pictures / links ,18,175,200,9.0,0,Great to get out there and take a few cuts at the plate yesterday—I had a blast with all these extraordinary young… https://t.co/TQ7O6BVMSJ,Positive,"{'neg': 0.087, 'neu': 0.751, 'pos': 0.162, 'compound': 0.4404}",0.4404
Barack Obama,BarackObama,Congratulations to the new class of @ObamaFoundation Fellows! Their work in every region of the globe is already ma… https://t.co/qB2Qxp8bB9,14,[],Has pictures / links ,18,175,200,9.0,0,Congratulations to the new class of @ObamaFoundation Fellows! Their work in every region of the globe is already ma… https://t.co/qB2Qxp8bB9,Positive,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.636}",0.636
Barack Obama,BarackObama,"The attacks on tourists and Easter worshippers in Sri Lanka are an attack on humanity. On a day devoted to love, re… https://t.co/pVpa7j9GKm",14,[],Has pictures / links ,18,175,200,9.0,0,"The attacks on tourists and Easter worshippers in Sri Lanka are an attack on humanity. On a day devoted to love, re… https://t.co/pVpa7j9GKm",Positive,"{'neg': 0.189, 'neu': 0.536, 'pos': 0.274, 'compound': 0.4019}",0.4019
Barack Obama,BarackObama,"And here are some ways to help cyclone victims in Mozambique, Malawi, and Zimbabwe: https://t.co/if8HZBtWBH",14,[],Has pictures / links ,18,175,200,9.0,0,"And here are some ways to help cyclone victims in Mozambique, Malawi, and Zimbabwe: https://t.co/if8HZBtWBH",Positive,"{'neg': 0.128, 'neu': 0.722, 'pos': 0.15, 'compound': 0.1027}",0.1027
Barack Obama,BarackObama,The floods in the Midwest and in southern Africa are heartbreaking. Suffering and loss on two sides of the world ca… https://t.co/JQuv5mQHnq,14,[],Has pictures / links ,18,175,200,9.0,0,The floods in the Midwest and in southern Africa are heartbreaking. Suffering and loss on two sides of the world ca… https://t.co/JQuv5mQHnq,Negative,"{'neg': 0.307, 'neu': 0.693, 'pos': 0.0, 'compound': -0.8126}",-0.8126
Barack Obama,BarackObama,"As 2018 draws to a close, I’m continuing the tradition of sharing my year-end lists. It gives me a moment to reflec… https://t.co/rSD2tphr3l",14,[],Has pictures / links ,18,175,200,9.0,0,"As 2018 draws to a close, I’m continuing the tradition of sharing my year-end lists. It gives me a moment to reflec… https://t.co/rSD2tphr3l",Positive,"{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.4215}",0.4215
Barack Obama,BarackObama,Enjoy the holiday season with the ones you love. Michelle and I wish you a very Merry Christmas! https://t.co/LKLqlYfFUw,14,[],Has pictures / links ,18,175,200,9.0,0,Enjoy the holiday season with the ones you love. Michelle and I wish you a very Merry Christmas! https://t.co/LKLqlYfFUw,Positive,"{'neg': 0.0, 'neu': 0.415, 'pos': 0.585, 'compound': 0.9508}",0.9508
Barack Obama,BarackObama,"RT @GetUSCovered: Just ONE WEEK LEFT to #GetCovered for 2019. Most folks can find coverage for $75 or less per month.

Head over to https:/…",14,"[{'indices': [40, 51], 'text': 'GetCovered'}]",No picture / link,18,25,200,9.0,1,"RT @GetUSCovered: Just ONE WEEK LEFT to #GetCovered for 2019. Most folks can find coverage for $75 or less per month.

Head over to https:/…",Neutral,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Barack Obama,BarackObama,I’m so proud of the work @MichelleObama has done over the years to ensure adolescent girls have access to education… https://t.co/oMXzcgI4l2,14,[],Has pictures / links ,18,175,200,9.0,0,I’m so proud of the work @MichelleObama has done over the years to ensure adolescent girls have access to education… https://t.co/oMXzcgI4l2,Positive,"{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.7178}",0.7178
Barack Obama,BarackObama,"Bobby Kennedy was one of my heroes. He was someone who showed us the power of acting on our ideals, the idea that a… https://t.co/mMVBHEBzsv",14,[],Has pictures / links ,18,175,200,9.0,0,"Bobby Kennedy was one of my heroes. He was someone who showed us the power of acting on our ideals, the idea that a… https://t.co/mMVBHEBzsv",Positive,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.6249}",0.6249
